	cids	SMILES	titles	descriptions	description_names
232	89118006	CC(=O)C1=CC(CC1)O	1-(3-Hydroxycyclopenten-1-yl)ethanone		
233	12762341	CC(=O)C1CC1C(=O)C	1,2-Diacetylcyclopropane		
234	53780453	CC(=O)[C@@H]1C[C@@H]1C(=O)C	1-[(1S,2R)-2-acetylcyclopropyl]ethanone		
235	59293473	CC(=O)[C@H]1C[C@@H]1C(=O)C	1-[(1S,2S)-2-acetylcyclopropyl]ethanone		
236	68396593	CC(=O)[C@@H]1C[C@H]1C(=O)C	1-[(1R,2R)-2-acetylcyclopropyl]ethanone		
237	133623188	CC(=O)[C@@H]1CC1C(=O)C	1-[(2R)-2-acetylcyclopropyl]ethanone		
238	59634362	C1CC2C(=O)CCC1O2	8-Oxabicyclo[3.2.1]octan-2-one		
239	44632343	C1C[C@H]2C(=O)CC[C@@H]1O2	(1S,5R)-8-oxabicyclo[3.2.1]octan-2-one		
240	124546556	C1C[C@@H]2C(=O)CC[C@@H]1O2	(1R,5R)-8-oxabicyclo[3.2.1]octan-2-one		
241	11136300	CC1=CCCCOC1=O	6-methyl-3,4-dihydro-2H-oxepin-7-one		
242	13003685	CC1(C(=O)C2CC2O1)C	3,3-Dimethyl-2-oxabicyclo[3.1.0]hexan-4-one		
243	130908511	CC1(C(=O)[C@@H]2C[C@@H]2O1)C	(1S,5R)-3,3-dimethyl-2-oxabicyclo[3.1.0]hexan-4-one		
244	83171485	CC(CC1=COC=C1)O	1-(Furan-3-yl)propan-2-ol		
245	102163628	C[C@@H](CC1=COC=C1)O	(2S)-1-(furan-3-yl)propan-2-ol		
246	165618005	C[C@H](CC1=COC=C1)O	(2R)-1-(furan-3-yl)propan-2-ol		
247	88342182	C1CC=C(C1)C(C=O)O	2-(Cyclopenten-1-yl)-2-hydroxyacetaldehyde		
248	19809807	CC1CCC(C1=O)C=O	3-Methyl-2-oxocyclopentane-1-carbaldehyde		
249	125425489	CC(=O)C1CC(C1)C=O	3-Acetylcyclobutane-1-carbaldehyde		
250	102033070	CC1CC=CCOC1=O	6-methyl-5,6-dihydro-2H-oxepin-7-one		
251	13974583	C1C2CC(C1CC2=O)O	5-Hydroxybicyclo[2.2.1]heptan-2-one		
252	10351705	C1[C@@H]2C[C@@H]([C@H]1CC2=O)O	(1R,4R,5S)-5-hydroxybicyclo[2.2.1]heptan-2-one		
253	11789213	C1[C@H]2C[C@@H]([C@@H]1CC2=O)O	(1S,4S,5S)-5-hydroxybicyclo[2.2.1]heptan-2-one		
254	13974584	C1[C@H]2C[C@H]([C@@H]1CC2=O)O	(1S,4S,5R)-5-hydroxybicyclo[2.2.1]heptan-2-one		
255	13974585	C1[C@@H]2C[C@H]([C@H]1CC2=O)O	Rac-(1r,4r,5r)-5-hydroxybicyclo[2.2.1]heptan-2-one		
256	140735	CC(=O)OC1CCC=C1	Acetic acid, cyclopent-2-en-1-yl ester		
257	12533154	CC(=O)O[C@@H]1CCC=C1	(r)-Acetoxy-cyclopent-2-ene		
258	12533155	CC(=O)O[C@H]1CCC=C1	[(1S)-cyclopent-2-en-1-yl] acetate		
259	14470419	CC1C(CCC1=O)C=O	2-Methyl-3-oxocyclopentane-1-carbaldehyde		
260	10510864	C[C@H]1[C@@H](CCC1=O)C=O	(1R,2S)-2-methyl-3-oxocyclopentane-1-carbaldehyde		
261	14470420	C[C@@H]1[C@H](CCC1=O)C=O	(1S,2R)-2-methyl-3-oxocyclopentane-1-carbaldehyde		
262	101997666	C[C@@H]1[C@@H](CCC1=O)C=O	(1R,2R)-2-methyl-3-oxocyclopentane-1-carbaldehyde		
263	129405461	C[C@H]1[C@H](CCC1=O)C=O	(1S,2S)-2-methyl-3-oxocyclopentane-1-carbaldehyde		
264	53697011	CCCC1=CCOC1=O	Propylfuran-2(5h)-one		
265	89287800	CC1(CC=CC(=O)C1)O	5-Hydroxy-5-methylcyclohex-2-en-1-one		
266	72814695	CC12CCC(O1)C(=O)C2	4-Methyl-7-oxabicyclo[2.2.1]heptan-2-one		
267	11355481	C[C@@]12CC[C@@H](O1)C(=O)C2	(1R,4S)-4-methyl-7-oxabicyclo[2.2.1]heptan-2-one		
268	59382401	CCC1=CC(=CO1)CO	(5-Ethylfuran-3-yl)methanol		
269	18720251	C1CC(C(C=C1)O)C=O	2-Hydroxycyclohex-3-ene-1-carbaldehyde		
270	12075661	C1[C@@H]2CC(=O)[C@H]1[C@@H]2CO	(1R,4R,5R)-5-(hydroxymethyl)bicyclo[2.1.1]hexan-2-one		
271	544615	CC1(CC(=O)CC1=O)C	4,4-Dimethyl-1,3-cyclopentanedione		
272	13163940	C1CC(C1)C(C=O)C=O	Cyclobutylpropanedial		
273	61633	CC1CC(=O)C(=O)C1C	3,4-Dimethyl-1,2-cyclopentanedione		
274	6997362	C[C@H]1CC(=O)C(=O)[C@@H]1C	(3R,4S)-3,4-dimethylcyclopentane-1,2-dione		
275	6997363	C[C@@H]1CC(=O)C(=O)[C@@H]1C	(3R,4R)-3,4-dimethylcyclopentane-1,2-dione		
276	6997364	C[C@H]1CC(=O)C(=O)[C@H]1C	(3S,4S)-3,4-dimethylcyclopentane-1,2-dione		
277	6997365	C[C@@H]1CC(=O)C(=O)[C@H]1C	(3S,4R)-3,4-dimethylcyclopentane-1,2-dione		
278	54153218	C1CC(=O)C2C1OCC2	2,3,3a,5,6,6a-Hexahydrocyclopenta[b]furan-4-one		
279	12563872	C1CC2C(CC2=O)OC1	2-Oxabicyclo[4.2.0]octan-7-one		
280	12563871	C1C[C@@H]2[C@@H](CC2=O)OC1	cis-2-Oxabicyclo[4.2.0]octan-7-one		
281	93514756	C1C[C@H]2[C@@H](CC2=O)OC1	(1R,6S)-2-oxabicyclo[4.2.0]octan-7-one		
282	93514757	C1C[C@@H]2[C@H](CC2=O)OC1	(1S,6R)-2-oxabicyclo[4.2.0]octan-7-one		
283	93514758	C1C[C@H]2[C@H](CC2=O)OC1	(1S,6S)-2-Oxabicyclo[4.2.0]octan-7-one		
284	117689246	C1CC2(CC2)OC1C=O	4-Oxaspiro[2.4]heptane-5-carbaldehyde		
285	117689245	C1CC2(CC2)O[C@@H]1C=O	(5S)-4-oxaspiro[2.4]heptane-5-carbaldehyde		
286	117689494	C1CC2(CC2)O[C@H]1C=O	(R)-4-oxaspiro[2.4]heptane-5-carbaldehyde		
287	168437381	COC(=O)C12CCC1C2	Methyl bicyclo[2.1.0]pentane-1-carboxylate		
288	14688144	CCC1(C=CC(=O)O1)C	5-Ethyl-5-methylfuran-2-one		
289	21454110	C1CC(C2C1C2C=O)O	2-Hydroxybicyclo[3.1.0]hexane-6-carbaldehyde		
290	19737095	C1C=CC(O1)CC2CO2	2-(Oxiran-2-ylmethyl)-2,5-dihydrofuran		
291	153902395	C1CC2(CO2)C=CC1O	1-Oxaspiro[2.5]oct-4-en-6-ol		
292	67570713	CCC1=C(OC=C1)CO	(3-Ethylfuran-2-yl)methanol		
293	11768575	CC1=CC(=O)C(CC1)O	2-Cyclohexen-1-one, 6-hydroxy-3-methyl-		
294	71353258	CC1=CC(=O)[C@H](CC1)O	(6S)-6-Hydroxy-3-methylcyclohex-2-en-1-one		
295	102484479	CC1=CC(=O)[C@@H](CC1)O	(6R)-6-hydroxy-3-methylcyclohex-2-en-1-one		
296	14376191	CC1C2CCC1OC2=O	7-Methyl-2-oxabicyclo[2.2.1]heptan-3-one		
297	59502955	CC1CC2CC1C(=O)O2	5-Methyl-2-oxabicyclo[2.2.1]heptan-3-one		
298	130267839	CC1C[C@H]2C[C@@H]1C(=O)O2	(1S,4S)-5-methyl-2-oxabicyclo[2.2.1]heptan-3-one		
299	163581860	C[C@H]1C[C@H]2CC1C(=O)O2	(1S,5S)-5-methyl-2-oxabicyclo[2.2.1]heptan-3-one		
300	13108577	C1CC2CC1COC2=O	3-Oxabicyclo[3.2.1]octan-2-one		
301	11423595	C1C[C@@H]2C[C@H]1COC2=O	(1R,5S)-3-oxabicyclo[3.2.1]octan-2-one		
302	13108578	C1C[C@H]2C[C@@H]1COC2=O	(1S,5R)-3-oxabicyclo[3.2.1]octan-2-one		
303	12739723	CC1(C=CC(=O)CO1)C	6,6-Dimethylpyran-3-one		
304	90987941	CC1C=C(COC1=O)C	3,5-Dimethyl-2,5-dihydropyran-6-one		
305	156750425	C[C@H]1C=C(COC1=O)C	(5S)-3,5-dimethyl-2,5-dihydropyran-6-one		
306	67794627	C1C=CC(CC1=O)CO	5-(Hydroxymethyl)cyclohex-3-en-1-one		
307	56677695	CC1CC(C=CC1=O)O	4-Hydroxy-6-methylcyclohex-2-en-1-one		
308	25053498	C[C@H]1C[C@@H](C=CC1=O)O	(4S,6S)-4-hydroxy-6-methylcyclohex-2-en-1-one		
309	25243398	C[C@H]1C[C@H](C=CC1=O)O	Ampelomin A		
310	101555239	C[C@@H]1C[C@H](C=CC1=O)O	(4R,6R)-4-hydroxy-6-methylcyclohex-2-en-1-one		
311	102478609	C[C@@H]1C[C@@H](C=CC1=O)O	(4S,6R)-4-hydroxy-6-methylcyclohex-2-en-1-one		
312	21824427	CC1=CC(=C(O1)OC)C	2-Methoxy-3,5-dimethylfuran		
313	102106810	CC1=CC(C(=O)CC1)O	2-Hydroxy-4-methylcyclohex-3-en-1-one		
314	13200968	C1C=CC(=O)C1CCO	5-(2-Hydroxyethyl)cyclopent-2-en-1-one		
315	12921396	C1CC(=O)C(CC=C1)O	2-Hydroxycyclohept-4-en-1-one		
316	13581202	C[C@@H]1CC[C@H]2[C@@H](C1=O)O2	(1S,3R,6S)-3-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
317	130961762	C[C@H]1CC[C@@H]2[C@H](C1=O)O2	(1R,3S,6R)-3-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
318	142280979	CC1C(CC1C=O)C=O	2-Methylcyclobutane-1,3-dicarbaldehyde		
319	12694225	C1CCC2(CO2)C(=O)C1	1-Oxaspiro[2.5]octan-4-one		
320	140658	C1C2C=CC1C(C2O)O	Bicyclo[2.2.1]hept-5-ene-2,3-diol		
321	10351703	C1[C@@H]2C=C[C@H]1C(C2O)O	(1R,4S)-bicyclo[2.2.1]hept-5-ene-2,3-diol		
322	11137167	C1[C@@H]2C=C[C@H]1[C@H]([C@@H]2O)O	(1S,2R,3R,4R)-bicyclo[2.2.1]hept-5-ene-2,3-diol		
323	13763125	C1[C@@H]2C=C[C@H]1[C@H]([C@H]2O)O	(1R,2S,3R,4S)-bicyclo[2.2.1]hept-5-ene-2,3-diol		
324	13763126	C1[C@@H]2C=C[C@H]1[C@@H]([C@@H]2O)O	(1R*,2R*,3S*,4S*)-Bicyclo[2.2.1]hept-5-ene-2,3-diol		
325	13763127	C1C2C=CC1[C@H]([C@H]2O)O	(2S,3R)-bicyclo[2.2.1]hept-5-ene-2,3-diol		
326	130831894	C1[C@H]2C=C[C@H]1[C@@H]([C@@H]2O)O	(1S,2R,3S,4S)-bicyclo[2.2.1]hept-5-ene-2,3-diol		
327	131155303	C1C2C=CC1[C@@H]([C@H]2O)O	(2S,3S)-bicyclo[2.2.1]hept-5-ene-2,3-diol		
328	155893852	C1CC2(C1)COCC2=O	6-Oxaspiro[3.4]octan-8-one		
329	57185000	CC1=COC(=C1)C(C)O	1-(4-Methylfuran-2-yl)ethanol		
330	141056902	CC1=COC(=C1)[C@H](C)O	(1S)-1-(4-methylfuran-2-yl)ethanol		
331	14108203	C1CC(=O)C2CC2C1O	5-Hydroxybicyclo[4.1.0]heptan-2-one		
332	10964496	C1CC(=O)[C@H]2C[C@H]2[C@H]1O	(1S,5S,6R)-5-hydroxybicyclo[4.1.0]heptan-2-one		
333	14108204	C1CC(=O)[C@H]2C[C@H]2[C@@H]1O	(1S,5R,6R)-5-hydroxybicyclo[4.1.0]heptan-2-one		
334	11815358	CC1(C2C1C(=O)OC2)C	6,6-Dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
335	11029843	CC1([C@H]2[C@@H]1C(=O)OC2)C	(1S,5R)-6,6-Dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
336	11094620	CC1([C@@H]2[C@H]1C(=O)OC2)C	(1R, 5S)-6,6-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
337	69585274	CC1([C@@H]2C1COC2=O)C	(1S)-6,6-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
338	70589470	CC1([C@H]2C1COC2=O)C	(1R)-6,6-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
339	102241031	CC1([C@H]2C1C(=O)OC2)C	(5R)-6,6-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
340	154172136	CC1=CCCC(C1=O)O	6-Hydroxy-2-methylcyclohex-2-en-1-one		
341	58815477	CC1C(C(=CC1=O)C)O	4-Hydroxy-3,5-dimethylcyclopent-2-en-1-one		
342	558448	CC(C)C1C=CC(=O)O1	2(5H)-Furanone, 5-(1-methylethyl)-		
343	11073424	CC(C)[C@H]1C=CC(=O)O1	(2S)-2-propan-2-yl-2H-furan-5-one		
344	12610612	CC(C)[C@@H]1C=CC(=O)O1	(2R)-2-propan-2-yl-2H-furan-5-one		
345	54434400	CC(C)OC1=COC=C1	3-Propan-2-yloxyfuran		
346	13838600	C1CC(=O)CC1CC=O	2-(3-Oxocyclopentyl)acetaldehyde		
347	10534670	C1CC(=O)C[C@@H]1CC=O	2-[(1S)-3-oxocyclopentyl]acetaldehyde		
348	10772978	C1CC(=O)C[C@H]1CC=O	2-[(1R)-3-oxocyclopentyl]acetaldehyde		
349	84731080	C1COC2C1C2CC=O	2-(2-Oxabicyclo[3.1.0]hexan-6-yl)acetaldehyde		
350	84647887	C1CO[C@@H]2[C@H]1C2CC=O	2-[(1R,5R)-2-oxabicyclo[3.1.0]hexan-6-yl]acetaldehyde		
351	101797603	C1C2C1(COC2)CC=O	2-(3-Oxabicyclo[3.1.0]hexan-1-yl)acetaldehyde		
352	130835383	C1[C@H]2CC(=O)C[C@H]2[C@@H]1O	(1S,5R,6R)-6-hydroxybicyclo[3.2.0]heptan-3-one		
353	70542814	CCC1=CC(=O)CC1O	3-Ethyl-4-hydroxy-2-cyclopenten-1-one		
354	12739836	CC(=O)C1(CCC1=O)C	2-Acetyl-2-methylcyclobutan-1-one		
355	20450447	CC1(C(C1C=O)C=O)C	3,3-Dimethylcyclopropane-1,2-dicarbaldehyde		
356	22827325	CC1([C@@H]([C@@H]1C=O)C=O)C	(1S,2R)-3,3-dimethylcyclopropane-1,2-dicarbaldehyde		
357	53917329	CC1([C@@H]([C@H]1C=O)C=O)C	(1R,2R)-3,3-dimethylcyclopropane-1,2-dicarbaldehyde		
358	91401654	COC1CCC(=O)C=C1	4-Methoxycyclohex-2-en-1-one		
359	23057987	CCOC1=CC=C(O1)C	2-Ethoxy-5-methylfuran		
360	68076904	CC(=O)CC1CC(=O)C1	3-(2-Oxopropyl)cyclobutan-1-one		
361	12553929	CC1COC(=O)C=C1C	3,4-Dimethyl-2,3-dihydropyran-6-one		
362	84647886	C1C(C12COC2)CC=O	2-(5-Oxaspiro[2.3]hexan-2-yl)acetaldehyde		
363	91401864	C1C2CC3C(O2)CC1O3	2,6-Dioxatricyclo[3.3.1.03,7]nonane		
364	98471	CC(=O)C1CCCC1=O	2-Acetylcyclopentanone		
365	643107	CC(=O)[C@@H]1CCCC1=O	(2S)-2-acetylcyclopentan-1-one		
366	25113202	CC(=O)[C@H]1CCCC1=O	(r,s)-2-Acetyl-cyclopentanone		
367	112692743	CC1=CC(=CO1)C(C)O	1-(5-Methyl-3-furyl)ethanol		
368	112692793	CC1=C(C=CO1)C(C)O	1-(2-Methyl-3-furyl)ethanol		
369	104791082	CC1=C(C=CO1)[C@H](C)O	(1S)-1-(2-methylfuran-3-yl)ethan-1-ol		
370	104791083	CC1=C(C=CO1)[C@@H](C)O	(1R)-1-(2-methylfuran-3-yl)ethan-1-ol		
371	59032999	C[C@H]1CC(=O)C[C@@H]1C=O	(1S,2S)-2-methyl-4-oxocyclopentane-1-carbaldehyde		
372	89181129	C1CC2(CC2)OCC1=O	4-Oxaspiro[2.5]octan-6-one		
373	53649167	CCCOC1=COC=C1	3-Propoxyfuran		
374	12553933	CC1(CC=CC(=O)O1)C	2,2-dimethyl-3H-pyran-6-one		
375	90916919	C1CC2COC1CC2=O	2-Oxabicyclo[2.2.2]octan-5-one		
376	12732768	C1CC(C2CC1C2=O)O	2-Hydroxybicyclo[3.1.1]heptan-6-one		
377	130781426	C1C[C@H]([C@@H]2C[C@H]1C2=O)O	(1S,2R,5S)-2-hydroxybicyclo[3.1.1]heptan-6-one		
378	13235305	C1C2COCC2CC1=O	tetrahydro-1H-cyclopenta[c]furan-5(3H)-one		
379	13235306	C1[C@@H]2COC[C@@H]2CC1=O	1H-Cyclopenta[c]furan-5(3H)-one, tetrahydro-, cis-		
380	13235307	C1[C@@H]2COC[C@H]2CC1=O	trans-hexahydro-1H-cyclopenta[c]furan-5-one		
381	93518415	C1[C@H]2COC[C@@H]2CC1=O	trans-Tetrahydro-1H-cyclopenta[c]furan-5(3H)-one		
382	84064006	C1CC1C(=O)C2COC2	3-Cyclopropanecarbonyloxetane		
383	71744011	C1CC2(C1=O)CCOC2	6-Oxaspiro[3.4]octan-1-one		
384	102533745	C1CCC2(C1)CC(=O)O2	1-Oxaspiro[3.4]octan-2-one		
385	85315288	C1CC(C=C1)COC=O	Cyclopent-2-en-1-ylmethyl formate		
386	10918458	C1C[C@H](C=C1)COC=O	[(1R)-cyclopent-2-en-1-yl]methyl formate		
387	155465	CC1(CCC(=O)C=C1)O	4-Hydroxy-4-methylcyclohex-2-en-1-one	Xi-4-Hydroxy-4-methyl-2-cyclohexen-1-one is a member of cyclohexenones.	ChEBI
388	11126263	C[C@]1(CCC(=O)C=C1)O	(4R)-4-hydroxy-4-methylcyclohex-2-en-1-one		
389	124307432	C[C@@]1(CCC(=O)C=C1)O	(4S)-4-hydroxy-4-methylcyclohex-2-en-1-one		
390	15688967	CC1=C(C=CO1)COC	3-(Methoxymethyl)-2-methylfuran		
391	53795853	CC1=C(OC(=C1O)C)C	2,4,5-Trimethylfuran-3-ol		
392	11170973	C1CC(=O)CCC1C=O	4-Oxocyclohexanecarbaldehyde		
393	20080077	C1CC2(C13CCO3)CO2	2,5-Dioxadispiro[2.0.34.23]nonane		
394	146155513	C1C2CC1OCC2C=O	2-Oxabicyclo[3.1.1]heptane-4-carbaldehyde		
395	67522960	CC1=CC(=CO1)COC	4-(Methoxymethyl)-2-methylfuran		
396	130027675	CC1CC(=O)C2(C1O2)C	1,4-Dimethyl-6-oxabicyclo[3.1.0]hexan-2-one		
397	101698688	C1C=C[C@@H]2[C@H]1COCO2	(4aR,7aR)-4,4a,5,7a-tetrahydrocyclopenta[d][1,3]dioxine		
398	101698689	C1C=C[C@H]2[C@@H]1COCO2	(4aS,7aS)-4,4a,5,7a-tetrahydrocyclopenta[d][1,3]dioxine		
399	18779443	C1CC(=O)C2(CC1C2)O	1-Hydroxybicyclo[3.1.1]heptan-2-one		
400	45120320	C1CC(=O)CCC2C1O2	8-Oxabicyclo[5.1.0]octan-4-one		
401	101092693	C1CC(=O)CC[C@H]2[C@@H]1O2	(1R,7S)-8-oxabicyclo[5.1.0]octan-4-one		
402	130038119	CC1C2CC(O1)C(=O)C2	3-Methyl-2-oxabicyclo[2.2.1]heptan-6-one		
403	130631286	CC1CC1C(=O)CC=O	3-(2-Methylcyclopropyl)-3-oxopropanal		
404	14289654	CC1(CC(=O)C(=O)C1)C	4,4-Dimethylcyclopentane-1,2-dione		
405	141375136	C1CC2(C=CC1O2)CO	7-Oxabicyclo[2.2.1]hept-2-en-1-ylmethanol		
406	13037816	CCC1C(C=CC1=O)O	2-Ethyl-3-hydroxy-4-cyclopentenone		
407	58012752	CC[C@H]1[C@@H](C=CC1=O)O	(4R,5S)-5-ethyl-4-hydroxycyclopent-2-en-1-one		
408	85432941	C1CC2C3C(O3)C(C1)O2	3,9-Dioxatricyclo[3.3.1.02,4]nonane		
409	12034953	C1C[C@@H]2[C@@H]3[C@@H](O3)[C@H](C1)O2	Rvjqqihujxueif-umrxknaasa-		
410	134890512	C1C[C@@H]2[C@@H]3[C@H](O3)[C@H](C1)O2	(1S,2R,4R,5R)-3,9-dioxatricyclo[3.3.1.02,4]nonane		
411	118232083	CC1=CC2COC1OC2	7-Methyl-2,6-dioxabicyclo[2.2.2]oct-7-ene		
412	156501007	COC12CC(C1)(C2)C=O	3-Methoxybicyclo[1.1.1]pentane-1-carbaldehyde		
413	12271383	CC1=COC(=C1)COC	2-(Methoxymethyl)-4-methylfuran		
414	141843914	CC(C)C1=C(C=CO1)O	2-Propan-2-ylfuran-3-ol		
415	143274954	CCC1C=CCC(=O)O1	2-Ethyl-2,5-dihydropyran-6-one		
416	142212879	CC[C@H]1C=CCC(=O)O1	(2S)-2-ethyl-2,5-dihydropyran-6-one		
417	141171977	C1CC1C(CC=O)C=O	2-Cyclopropylbutanedial		
418	102498909	C1CC2C(=O)C[C@]2(C1)O	(1S)-1-hydroxybicyclo[3.2.0]heptan-6-one		
419	165995883	C1C[C@@H]2C(=O)C[C@@]2(C1)O	rac-(1R,5S)-1-hydroxybicyclo[3.2.0]heptan-6-one		
420	57590263	CC1[C@H]2[C@@]1(C(=O)OC2)C	(1R,5S)-1,6-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
421	73820453	CC1CC2CC(=O)C2O1	3-Methyl-2-oxabicyclo[3.2.0]heptan-7-one		
422	21671350	C[C@@H]1C[C@H]2CC(=O)[C@H]2O1	(1S,3R,5S)-3-methyl-2-oxabicyclo[3.2.0]heptan-7-one		
423	21671351	C[C@H]1C[C@H]2CC(=O)[C@H]2O1	(1S,3S,5S)-3-methyl-2-oxabicyclo[3.2.0]heptan-7-one		
424	145912872	C1COCC2C1C2C=O	3-Oxabicyclo[4.1.0]heptane-7-carbaldehyde		
425	91945067	C1COCC(=O)CC=C1	3,6-dihydro-2H-oxocin-7-one		
426	90487012	C/1COCC(=O)C/C=C1	7,8-Dihydro-2H-oxocin-3(4H)-one		
427	140676222	C[C@@H]1C=C(C[C@@H]1O)C=O	(3R,4S)-4-hydroxy-3-methylcyclopentene-1-carbaldehyde		
428	534052	CC1(CCC1=O)C2CO2	Cyclobutanone, 2-methyl-2-oxiranyl-		
429	131021159	C[C@]1(CCC1=O)[C@H]2CO2	(2S)-2-methyl-2-[(2S)-oxiran-2-yl]cyclobutan-1-one		
430	45116560	C1CC(=CC1CO)C=O	3-(Hydroxymethyl)cyclopentene-1-carbaldehyde		
431	87451586	C1CC2(CCC1O2)C=O	7-Oxabicyclo[2.2.1]heptane-1-carbaldehyde		
432	155943340	CC1(CC=CCO1)C=O	2-methyl-3,6-dihydro-2H-pyran-2-carbaldehyde		
433	13182033	CCC1C(=CC(=O)O1)C	5-Ethyl-4-methylfuran-2(5H)-one		
434	19010334	COCCC1=CC=CO1	Pcqfpsgadxdzhr-uhfffaoysa-		
435	163791689	COC1CC(=O)CC=C1	5-Methoxycyclohex-3-en-1-one		
436	69346338	C1COC2CC1CC2=O	2-Oxabicyclo[3.2.1]octan-7-one		
437	21454087	C1C(CC2C1C2C=O)O	3-Hydroxybicyclo[3.1.0]hexane-6-carbaldehyde		
438	13014747	C1COC2(O1)CC=CC2	1,4-Dioxaspiro[4.4]non-7-ene		
439	75094621	C1CC=CC(=O)COC1	3,4-dihydro-2H-oxocin-7-one		
440	45117285	C1C/C=C\C(=O)COC1	(5Z)-3,4-dihydro-2H-oxocin-7-one		
441	537123	CC(=O)C12CCCC1O2	Cyclopentane, 1-acetyl-1,2-epoxy-		
442	12166702	CC(=O)[C@]12CCC[C@H]1O2	1-[(1S,5R)-6-oxabicyclo[3.1.0]hexan-1-yl]ethanone		
443	12629869	C1CCC2(C(C1)O2)C=O	7-Oxabicyclo[4.1.0]heptane-1-carbaldehyde		
444	12629870	C1CC[C@@]2([C@H](C1)O2)C=O	(1R,6S)-7-oxabicyclo[4.1.0]heptane-1-carbaldehyde		
445	140069480	C1C=CC2C(C1CO)O2	7-Oxabicyclo[4.1.0]hept-4-en-2-ylmethanol		
446	12553932	CC1(C=CCC(=O)O1)C	6,6-dimethyl-3H-pyran-2-one		
447	14056132	CC1C=CC(=O)OC1C	2,3-Dimethyl-2,3-dihydropyran-6-one		
448	12007070	C[C@@H]1C=CC(=O)O[C@H]1C	(2S,3R)-2,3-dimethyl-2,3-dihydropyran-6-one		
449	14056133	C[C@H]1C=CC(=O)O[C@@H]1C	(2R,3S)-2,3-dimethyl-2,3-dihydropyran-6-one		
450	14056134	C[C@@H]1C=CC(=O)O[C@@H]1C	(2R,3R)-2,3-dimethyl-2,3-dihydropyran-6-one		
451	21626832	C[C@H]1C=CC(=O)O[C@H]1C	(2S,3S)-2,3-dimethyl-2,3-dihydropyran-6-one		
452	131843539	COC(=O)[C@H]1C[C@H]2[C@@H]1C2	methyl (1S,2S,4S)-bicyclo[2.1.0]pentane-2-carboxylate		
453	59912675	CC1OC2CC(O1)C=C2	3-Methyl-2,4-dioxabicyclo[3.2.1]oct-6-ene		
454	13902845	CC(=O)C1CCC(=O)C1	3-Acetylcyclopentan-1-one		
455	45085216	CC(=O)[C@H]1CCC(=O)C1	(3S)-3-Acetylcyclopentan-1-one		
456	45085217	CC(=O)[C@@H]1CCC(=O)C1	(R)-3-acetyl-cyclopentanone		
457	141198618	C1CC1C2CCOC2=O	3-Cyclopropyloxolan-2-one		
458	14945504	C1CC=CC(=O)C(C1)O	7-Hydroxycyclohept-2-en-1-one		
459	13541503	CC12CCOC1C(=O)C2	5-Methyl-2-oxabicyclo[3.2.0]heptan-7-one		
460	21671344	C[C@@]12CCO[C@@H]1C(=O)C2	(1S,5S)-5-methyl-2-oxabicyclo[3.2.0]heptan-7-one		
