	cids	SMILES	titles	descriptions	description_names
461	11105371	C1CC(C=C(C1)C=O)O	3-Hydroxy-1-cyclohexene-1-carboxaldehyde		
462	12426238	C1C[C@H](C=C(C1)C=O)O	(3R)-3-hydroxycyclohexene-1-carbaldehyde		
463	12488591	CCC1=C(C(=O)OC1)C	3-ethyl-4-methyl-2H-furan-5-one		
464	10820529	CC1=CC(=CO1)CCO	2-(5-Methylfuran-3-yl)ethan-1-ol		
465	12843243	CC1CC=C(C(=O)O1)C	3,6-Dimethyl-5,6-dihydro-2H-pyran-2-one		
466	12843245	C[C@H]1CC=C(C(=O)O1)C	(2S)-2,5-dimethyl-2,3-dihydropyran-6-one		
467	13583277	CC(C)(C1=COC=C1)O	2-(Furan-3-yl)propan-2-ol		
468	126970466	C1COCC12CC(=O)C2	6-Oxaspiro[3.4]octan-2-one		
469	100948279	CC1C[C@H]2[C@@H]1COC2=O	(1S,5R)-6-methyl-3-oxabicyclo[3.2.0]heptan-2-one		
470	12200656	CC1(COC(=O)C=C1)C	2H-Pyran-2-one, 5,6-dihydro-5,5-dimethyl-		
471	155710215	CC(=O)C12CC(C1)CO2	1-(2-Oxabicyclo[2.1.1]hexan-1-yl)ethanone		
472	12061945	C1CC2CC2C(=O)OC1	3-Oxabicyclo[5.1.0]octan-2-one		
473	165355808	CC1CC(=O)C2C1(O2)C	4,5-Dimethyl-6-oxabicyclo[3.1.0]hexan-2-one		
474	154106346	CC1C(C(=O)C2C1O2)C	3,4-Dimethyl-6-oxabicyclo[3.1.0]hexan-2-one		
475	21727876	C1C[C@@H](CC(=O)C=C1)O	(6S)-6-hydroxycyclohept-2-en-1-one		
476	13759095	CC(C1CC=CC1=O)O	5-(1-Hydroxyethyl)cyclopent-2-en-1-one		
477	13011760	CC1=COC(=C1OC)C	3-Methoxy-2,4-dimethylfuran		
478	67304597	CC1=C(OC=C1)COC	2-Methoxymethyl-3-methyl-furan		
479	20472090	CC1=CC(=O)C(C1)(C)O	3,5-Dimethylcyclopent-2-en-5-olone		
480	57193898	C1CC2CC2(C1)OC=O	1-Bicyclo[3.1.0]hexanyl formate		
481	9898826	CC1C(=C(C(=O)O1)C)C	3,4,5-Trimethyl-2(5H)-furanone		
482	5324906	C[C@@H]1C(=C(C(=O)O1)C)C	(2R)-2,3,4-trimethyl-2H-furan-5-one		
483	92974419	C[C@H]1C(=C(C(=O)O1)C)C	(2S)-2,3,4-trimethyl-2H-furan-5-one		
484	265091	CC1CC2C3C(C1O2)O3	6-Methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
485	60111396	C[C@H]1C[C@@H]2[C@@H]3[C@H]([C@@H]1O2)O3	(1R,2R,4S,5R,6S)-6-methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
486	91298716	C[C@H]1C[C@H]2[C@@H]3[C@H]([C@@H]1O2)O3	(1S,2R,4S,5R,6S)-6-methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
487	98511273	C[C@@H]1C[C@@H]2[C@@H]3[C@@H]([C@@H]1O2)O3	(1R,2R,4R,5R,6R)-6-methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
488	98511274	C[C@H]1C[C@@H]2[C@@H]3[C@@H]([C@@H]1O2)O3	(1R,2R,4R,5R,6S)-6-methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
489	98511275	C[C@@H]1C[C@H]2[C@@H]3[C@@H]([C@@H]1O2)O3	(1S,2R,4R,5R,6R)-6-methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
490	98511276	C[C@H]1C[C@H]2[C@@H]3[C@@H]([C@@H]1O2)O3	(1S,2R,4R,5R,6S)-6-methyl-3,8-dioxatricyclo[3.2.1.02,4]octane		
491	10011909	CC(C)(C1=CC=CO1)O	2-(Furan-2-yl)propan-2-ol		
492	12820561	CC1C2CCC2C(=O)O1	4-Methyl-3-oxabicyclo[3.2.0]heptan-2-one		
493	12820562	C[C@@H]1[C@H]2CC[C@H]2C(=O)O1	(1R,4R,5S)-4-methyl-3-oxabicyclo[3.2.0]heptan-2-one		
494	21763624	C[C@@H]1[C@@H]2CC[C@@H]2C(=O)O1	(1S,4R,5R)-4-methyl-3-oxabicyclo[3.2.0]heptan-2-one		
495	101929856	C[C@@]12CCOC(=O)[C@@H]1C2	(1R,6R)-6-methyl-3-oxabicyclo[4.1.0]heptan-2-one		
496	130644961	C1[C@H](C=CC=C[C@H]1O)O	(1S,3R)-cyclohepta-4,6-diene-1,3-diol		
497	69978	CCC1C(=O)CCC1=O	2-Ethyl-1,3-cyclopentanedione		
498	11018868	CC1=C[C@H](CC1=O)OC	(4S)-4-methoxy-2-methylcyclopent-2-en-1-one		
499	129403939	CC1=C[C@@H](CC1=O)OC	(4R)-4-methoxy-2-methylcyclopent-2-en-1-one		
500	85638624	C1C=CC(CC1C=O)O	5-Hydroxycyclohex-3-ene-1-carbaldehyde		
501	45120385	CC12CC(=O)CCC1O2	1-Methyl-7-oxabicyclo[4.1.0]heptan-3-one		
502	130144254	C1C2CC(C1O)(C=C2)O	Bicyclo[2.2.1]hept-5-ene-1,2-diol		
503	13840634	CCC1=CC=C(O1)CO	(5-Ethylfuran-2-yl)methanol		
504	13517271	CC1C(=O)C=CC1(C)O	3-Hydroxy-2,3-dimethyl-4-cyclopentenone		
505	137699063	CC12CC(C1)(CO2)C=O	1-Methyl-2-oxabicyclo[2.1.1]hexane-4-carbaldehyde		
506	20381053	COCC1=CCCC1=O	2-(Methoxymethyl)cyclopent-2-en-1-one		
507	227178	C1=COC(=C1)CCCO	2-Furanpropanol		
508	12197585	C1CCC(=O)C(C1)C=O	2-Oxocyclohexanecarbaldehyde		
509	92954619	C1CCC(=O)[C@@H](C1)C=O	(1S)-2-oxocyclohexane-1-carbaldehyde		
510	93492512	C1CCC(=O)[C@H](C1)C=O	(1R)-2-oxocyclohexane-1-carbaldehyde		
511	89234778	C1C(CC2CC1O2)C=O	6-Oxabicyclo[3.1.1]heptane-3-carbaldehyde		
512	83674333	CC1=COC(=C1)CCO	2-(4-Methylfuran-2-yl)ethan-1-ol		
513	140988301	CC1C2CC2(C(=O)O1)C	1,4-Dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
514	147257890	CC1C2C[C@]2(C(=O)O1)C	(1R)-1,4-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
515	130036876	COC1CC=CC(=O)C1	5-Methoxycyclohex-2-en-1-one		
516	130996675	CO[C@H]1CC=CC(=O)C1	(5S)-5-methoxycyclohex-2-en-1-one		
517	18541559	CC(=O)OC1CC=CC1	Cyclopent-3-en-1-yl acetate		
518	134969983	C[C@@]12C[C@@H]1CCOC2=O	(1R,6R)-1-methyl-3-oxabicyclo[4.1.0]heptan-2-one		
519	84647884	CC(=O)C1CC12COC2	1-(5-Oxaspiro[2.3]hexan-2-yl)ethanone		
520	83478687	C1COC2C1CC(=O)C2	2,3,3a,4,6,6a-Hexahydrocyclopenta[b]furan-5-one		
521	60109632	CC1=CC2C(O2)C(C1)O	4-Methyl-7-oxabicyclo[4.1.0]hept-4-en-2-ol		
522	13693116	CC12CCC1C(=O)OC2	5-Methyl-3-oxabicyclo[3.2.0]heptan-2-one		
523	11815360	C[C@@]12CC[C@@H]1C(=O)OC2	(1S,5R)-5-methyl-3-oxabicyclo[3.2.0]heptan-2-one		
524	14542435	CC12CCC(O1)CC2=O	1-Methyl-7-oxabicyclo[2.2.1]heptan-2-one		
525	11423597	C[C@@]12CC[C@@H](O1)CC2=O	(1S,4R)-1-methyl-7-oxabicyclo[2.2.1]heptan-2-one		
526	138195	C1CC2CCC1C(=O)O2	2-Oxabicyclo[2.2.2]octan-3-one		
527	89547	CC12CCCC(=O)C1O2	6-Methyl-7-oxabicyclo[4.1.0]heptan-2-one		
528	12215833	C[C@@]12CCCC(=O)[C@@H]1O2	(1R,6R)-6-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
529	12215834	C[C@@]12CCCC(=O)[C@H]1O2	(1S,6R)-6-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
530	12215835	C[C@]12CCCC(=O)[C@H]1O2	(1S,6S)-6-Methyl-7-oxabicyclo[4.1.0]heptan-2-one		
531	98043383	C[C@]12CCCC(=O)[C@@H]1O2	(1R,6S)-6-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
532	19911588	C1CC2C(CC1O2)C=O	7-Oxabicyclo[2.2.1]heptane-2-carbaldehyde		
533	15676004	C1C[C@H]2[C@@H](C[C@@H]1O2)C=O	(1S,2R,4R)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
534	57020116	C1C[C@@H]2[C@H](C[C@H]1O2)C=O	(1R,2S,4S)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
535	88523727	C1C[C@@H]2[C@@H](C[C@H]1O2)C=O	(1R,2R,4S)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
536	88892231	C1CC2CC([C@@H]1O2)C=O	(1R)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
537	88915037	C1C[C@@H]2C(C[C@H]1O2)C=O	(1R,4S)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
538	124582770	C1C[C@@H]2[C@@H](C[C@@H]1O2)C=O	(1R,2R,4R)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
539	124582771	C1C[C@@H]2[C@H](C[C@@H]1O2)C=O	(1R,2S,4R)-7-oxabicyclo[2.2.1]heptane-2-carbaldehyde		
540	141794633	C1CC2(CC1CO2)C=O	2-Oxabicyclo[2.2.1]heptane-1-carbaldehyde		
541	153811097	C1CC2C1CC(=O)OC2	3-Oxabicyclo[4.2.0]octan-4-one		
542	12503950	CC1(C2CC2C(=O)O1)C	4,4-Dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
543	23268602	CC1([C@@H]2C[C@@H]2C(=O)O1)C	(1S,5R)-4,4-dimethyl-3-oxabicyclo[3.1.0]hexan-2-one		
544	145546088	C1C2C1CC(C2)OC=O	3-Bicyclo[3.1.0]hexanyl formate		
545	159716485	C1[C@H]2[C@@H]1CC(C2)OC=O	[(1R,5S)-3-bicyclo[3.1.0]hexanyl] formate		
546	76365	C1CCC(=O)C(=O)CC1	1,2-Cycloheptanedione		
547	13025621	CC1=CC=C(O1)C(C)O	5-Methyl-alpha-methyl-furfuryl alcohol		
548	28561290	CC1=CC=C(O1)[C@@H](C)O	(1R)-1-(5-methylfuran-2-yl)ethan-1-ol		
549	28561294	CC1=CC=C(O1)[C@H](C)O	(1S)-1-(5-methylfuran-2-yl)ethan-1-ol		
550	143897541	CC(=O)C(=O)C1(CC1)C	1-(1-Methylcyclopropyl)propane-1,2-dione		
551	12434154	C1CC(CC(=O)C1)C=O	3-Oxocyclohexane-1-carbaldehyde		
552	130032121	CCC1=CC(C(=O)C1)O	4-Ethyl-2-hydroxycyclopent-3-en-1-one		
553	13297888	CCC1C=C(C(=O)O1)C	5-Ethyl-3-methylfuran-2(5H)-one		
554	13297889	CC[C@@H]1C=C(C(=O)O1)C	(2R)-2-ethyl-4-methyl-2H-furan-5-one		
555	68351240	CC[C@H]1C=C(C(=O)O1)C	(2S)-2-ethyl-4-methyl-2H-furan-5-one		
556	130142149	C1C=CC2C(O2)CC1O	8-Oxabicyclo[5.1.0]oct-5-en-3-ol		
557	21455801	CC(=O)C(=O)CC1CC1	Cyclopropylbutanedione		
558	272129	CC(=O)C1(CC1)C(=O)C	1,1-Diacetylcyclopropane		
559	85099560	C1C=CC=CC(C1O)O	Cyclohepta-3,5-diene-1,2-diol		
560	10034639	C1C=CC=C[C@@H]([C@@H]1O)O	(1R,2S)-cyclohepta-3,5-diene-1,2-diol		
561	130918229	C1C=CC=C[C@H]([C@@H]1O)O	(1R,2R)-cyclohepta-3,5-diene-1,2-diol		
562	17921343	CC1(CC1)C(=O)CC=O	3-(1-Methylcyclopropyl)-3-oxopropanal		
563	15619733	C1CCC(=O)C2C(C1)O2	8-Oxabicyclo[5.1.0]octan-2-one		
564	44223709	C1CCC(=O)[C@H]2[C@@H](C1)O2	(1R,7R)-8-oxabicyclo[5.1.0]octan-2-one		
565	129364138	C1CCC(=O)[C@@H]2[C@@H](C1)O2	(1S,7R)-8-oxabicyclo[5.1.0]octan-2-one		
566	129364139	C1CCC(=O)[C@@H]2[C@H](C1)O2	(1S,7S)-8-oxabicyclo[5.1.0]octan-2-one		
567	129364140	C1CCC(=O)[C@H]2[C@H](C1)O2	(1R,7S)-8-oxabicyclo[5.1.0]octan-2-one		
568	24972047	C1CC1C2CCC(=O)O2	5-Cyclopropyloxolan-2-one		
569	1514118	COC(=O)C1CC=CC1	Methyl 3-cyclopentenecarboxylate		
570	12732754	C1CC2C(CC1C2=O)O	2-Hydroxybicyclo[2.2.1]heptan-7-one		
571	12128442	C1C[C@H]2[C@@H](C[C@@H]1C2=O)O	(1S,2R,4R)-2-hydroxybicyclo[2.2.1]heptan-7-one		
572	131854580	C1C[C@@H]2[C@H](C[C@H]1C2=O)O	(1R,2S,4S)-2-hydroxybicyclo[2.2.1]heptan-7-one		
573	39738	CC1=CC(OC1=O)(C)C	3,5,5-Trimethyl-2(5H)-furanone		
574	12421856	CC1CC12CCOC2=O	2-Methyl-5-oxaspiro[2.4]heptan-4-one		
575	71454459	C[C@H]1CC12CCOC2=O	(2S)-2-methyl-5-oxaspiro[2.4]heptan-4-one		
576	71456153	C[C@@H]1CC12CCOC2=O	(2R)-2-methyl-5-oxaspiro[2.4]heptan-4-one		
577	83674176	CC1=COC=C1CCO	2-(4-Methylfuran-3-yl)ethan-1-ol		
578	53833202	CCCOC1=CC=CO1	2-Propoxyfuran		
579	154122853	CCC1=COC(=C1)CO	(4-Ethylfuran-2-yl)methanol		
580	85799408	C1CC2CC(=O)C2(C1)O	5-Hydroxybicyclo[3.2.0]heptan-6-one		
581	130035753	C1C=CC(C1CO)C=O	5-(Hydroxymethyl)cyclopent-2-ene-1-carbaldehyde		
582	130755121	C1C=C[C@@H]([C@@H]1CO)C=O	(1S,5R)-5-(hydroxymethyl)cyclopent-2-ene-1-carbaldehyde		
583	125113921	C[C@H]1[C@H](C=CC1=O)CO	(4S,5S)-4-(hydroxymethyl)-5-methylcyclopent-2-en-1-one		
584	125113922	C[C@@H]1[C@H](C=CC1=O)CO	(4S,5R)-4-(hydroxymethyl)-5-methylcyclopent-2-en-1-one		
585	125113923	C[C@@H]1[C@@H](C=CC1=O)CO	(4R,5R)-4-(hydroxymethyl)-5-methylcyclopent-2-en-1-one		
586	125113924	C[C@H]1[C@@H](C=CC1=O)CO	(4R,5S)-4-(hydroxymethyl)-5-methylcyclopent-2-en-1-one		
587	87619832	C1CC(C2C(O2)C=C1)O	8-Oxabicyclo[5.1.0]oct-5-en-2-ol		
588	117272600	C1C2CC(C1C=O)OC2	2-Oxabicyclo[2.2.1]heptane-6-carbaldehyde		
589	165154843	C1CC2(CO2)C3(C1)CO3	2,5-Dioxadispiro[2.0.24.33]nonane		
590	90719555	C1C=CC=CCOCO1	4,9-Dihydro-1,3-dioxonine		
591	89743134	C\1OCOC/C=C\C=C1	(5Z,7Z)-4,9-dihydro-1,3-dioxonine		
592	53841417	CC1=COC(=C1C)CO	(3,4-Dimethylfuran-2-yl)methanol		
593	85767203	CCC(=O)C1(CC1)C=O	1-Propanoylcyclopropane-1-carbaldehyde		
594	316474	C1CC(C=CC(=O)C1)O	4-Hydroxycyclohept-2-en-1-one		
595	53391481	C1C[C@H](C=CC(=O)C1)O	(4R)-4-hydroxycyclohept-2-en-1-one		
596	101414107	C1C[C@@H](C=CC(=O)C1)O	(4S)-4-hydroxycyclohept-2-en-1-one		
597	91290346	C1CC12[C@@H](C=C[C@@H]2O)O	(4S,7R)-spiro[2.4]hept-5-ene-4,7-diol		
598	102925	CC1CCC(=O)C(=O)C1	1,2-Cyclohexanedione, 4-methyl-		
599	13757463	C[C@@H]1CCC(=O)C(=O)C1	(4R)-4-methylcyclohexane-1,2-dione		
600	130763902	C1[C@H]2C[C@]3([C@H]1[C@H]3[C@@H]2O)O	(1R,2S,3R,4S,6R)-tricyclo[2.2.1.02,6]heptane-1,3-diol		
601	13952085	CC1=CC=C(O1)COC	2-(Methoxymethyl)-5-methylfuran		
602	130151815	C1C=CC(C(C=C1)O)O	Cyclohepta-3,6-diene-1,2-diol		
603	66818865	C1CC(=O)C2C1CCO2	2,3,3a,4,5,6a-Hexahydrocyclopenta[b]furan-6-one		
604	15633215	CC1CC2C(O2)C(=O)C1	4-Methyl-7-oxabicyclo[4.1.0]heptan-2-one		
605	11029842	C[C@@H]1C[C@@H]2[C@@H](O2)C(=O)C1	(1R,4R,6R)-4-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
606	66874645	C1C2C=CC1OC2CO	2-Oxabicyclo[2.2.1]hept-5-en-3-ylmethanol		
607	153660877	C1CC(=O)OC2(C1)CC2	4-Oxaspiro[2.5]octan-5-one		
608	90866774	C1CC(C(=O)C=C1)CO	6-(Hydroxymethyl)cyclohex-2-en-1-one		
609	11018867	C1CC(=CC(=O)C1)CO	3-(Hydroxymethyl)cyclohex-2-en-1-one		
610	140009448	C1CC(C2C(C1)O2)C=O	Epoxy cyclohexane-3-carbaldehyde		
611	23270731	CCOC1CC=CC1=O	Qpsqwqgxscaatd-uhfffaoysa-		
612	89701367	CCC(=O)C1CC(=O)C1	3-Propanoylcyclobutan-1-one		
613	137698756	C1CC2(C1)CC(=O)OC2	6-Oxaspiro[3.4]octan-7-one		
614	58869815	C1C(C=CC1=O)CCO	4-(2-Hydroxyethyl)cyclopent-2-en-1-one		
615	142882657	CC1CC2(CC2)OC1=O	6-Methyl-4-oxaspiro[2.4]heptan-5-one		
616	70945	CC1C(=O)CCCC1=O	2-Methylcyclohexane-1,3-dione		
617	22020044	C1C2COC1C=C2CO	2-Oxabicyclo[2.2.1]hept-5-en-5-ylmethanol		
618	68127065	C1CC(=O)C2C1C2CO	6-(Hydroxymethyl)bicyclo[3.1.0]hexan-2-one		
619	89135423	C1CC(=O)[C@H]2[C@@H]1[C@@H]2CO	(1S,5S,6S)-6-(hydroxymethyl)bicyclo[3.1.0]hexan-2-one		
620	20270580	C1CC(=O)C2CC1CO2	6-Oxabicyclo[3.2.1]octan-4-one		
621	130877718	C1CC(=O)[C@H]2C[C@@H]1CO2	(1R,5R)-6-oxabicyclo[3.2.1]octan-4-one		
622	23456960	C1CC2(C1O2)CC3CO3	1-(Oxiran-2-ylmethyl)-5-oxabicyclo[2.1.0]pentane		
623	70600451	COCC1C=CCC1=O	2-(Methoxymethyl)cyclopent-3-en-1-one		
624	643000	COC(=O)C12CC(C1)C2	Methyl bicyclo[1.1.1]pentane-1-carboxylate		
625	123288900	C1C=CC2C1C(CO2)O	3,3a,4,6a-tetrahydro-2H-cyclopenta[b]furan-3-ol		
626	130035232	C1C(C1CC=O)CC=O	2-[2-(2-Oxoethyl)cyclopropyl]acetaldehyde		
627	130691467	C1[C@@H]([C@@H]1CC=O)CC=O	2-[(1R,2S)-2-(2-oxoethyl)cyclopropyl]acetaldehyde		
628	22572181	CC1(CCC(=O)C1=O)C	3,3-Dimethylcyclopentane-1,2-dione		
629	130145109	CC1C=CC(C2C1O2)O	5-Methyl-7-oxabicyclo[4.1.0]hept-3-en-2-ol		
630	14928615	C[C@@H]1C=C[C@H]([C@H]2[C@@H]1O2)O	(1S,2R,5R,6R)-5-methyl-7-oxabicyclo[4.1.0]hept-3-en-2-ol		
631	15761041	CC(=O)C1CC(C=C1)O	1-(4-Hydroxycyclopent-2-en-1-yl)ethanone		
632	15761042	CC(=O)[C@H]1C[C@H](C=C1)O	1-[(1S,4R)-4-hydroxycyclopent-2-en-1-yl]ethanone		
633	45085214	CC(=O)[C@@H]1C[C@@H](C=C1)O	1-[(1R,4S)-4-hydroxycyclopent-2-en-1-yl]ethanone		
634	143488	CC1=CC(=C(O1)C)OC	Furan, 3-methoxy-2,5-dimethyl-		
635	69568009	C1CC(=O)C(C=C1)CO	2-(Hydroxymethyl)cyclohex-3-en-1-one		
636	9793761	CC1CC(=O)CCC1=O	1,4-Cyclohexanedione, 2-methyl-		
637	124397035	C[C@H]1CC(=O)CCC1=O	(2S)-2-methylcyclohexane-1,4-dione		
638	12642265	CC1CCC(=O)C2C1O2	5-Methyl-7-oxabicyclo[4.1.0]heptan-2-one		
639	9989277	C[C@@H]1CCC(=O)[C@H]2[C@@H]1O2	(1R,5R,6R)-5-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
640	9989278	C[C@@H]1CCC(=O)[C@@H]2[C@H]1O2	(1S,5R,6S)-5-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
641	129322096	C[C@H]1CCC(=O)[C@@H]2[C@H]1O2	(1S,5S,6S)-5-methyl-7-oxabicyclo[4.1.0]heptan-2-one		
642	15414494	C1CC(=O)C(=C1)CCO	2-(2-Hydroxyethyl)cyclopent-2-en-1-one		
643	85995360	CC1(C2C1OC(=O)C2)C	6,6-Dimethyl-2-oxabicyclo[3.1.0]hexan-3-one		
644	102073330	CC1([C@@H]2[C@@H]1OC(=O)C2)C	(1S,5R)-6,6-dimethyl-2-oxabicyclo[3.1.0]hexan-3-one		
645	20675394	CC1C2C1C(=O)CC2O	4-Hydroxy-6-methylbicyclo[3.1.0]hexan-2-one		
646	54332966	C[C@H]1[C@H]2[C@@H]1C(=O)C[C@@H]2O	(1R,4S,5S,6S)-4-hydroxy-6-methylbicyclo[3.1.0]hexan-2-one		
647	59964161	C[C@H]1[C@H]2[C@@H]1C(=O)CC2O	(1R,5S,6S)-4-hydroxy-6-methylbicyclo[3.1.0]hexan-2-one		
648	12466202	CC(=O)C1=CCCC1O	1-(5-Hydroxy-1-cyclopentenyl)-ethanone		
649	12466203	CC(=O)C1=CCC[C@@H]1O	1-[(5S)-5-Hydroxycyclopent-1-en-1-yl]ethan-1-one		
650	124415128	CC(=O)C1=CCC[C@H]1O	1-[(5R)-5-hydroxycyclopenten-1-yl]ethanone		
651	165128476	C1C(CC12COC2)C=O	2-Oxaspiro[3.3]heptane-6-carbaldehyde		
652	59157233	CCC1=CC=C(O1)OC	2-Ethyl-5-methoxyfuran		
653	91042081	CC1(CCC=C1)OC=O	(1-Methylcyclopent-2-en-1-yl) formate		
654	60096142	CC1=C(OC=C1OC)C	4-Methoxy-2,3-dimethylfuran		
655	130028496	CC(=O)C1=CCC(C1)O	1-(4-Hydroxycyclopenten-1-yl)ethanone		
656	84647885	C1COCC12CC2C=O	5-Oxaspiro[2.4]heptane-1-carbaldehyde		
657	59154839	CCOCC1=COC=C1	3-(Ethoxymethyl)furan		
658	86634464	C1CC1C(=O)CCC=O	4-Cyclopropyl-4-oxobutanal		
659	69508020	CC12CC(C(O1)C=C2)O	4-Methyl-7-oxabicyclo[2.2.1]hept-5-en-2-ol		
660	88566704	C[C@@H]1CCC(=O)C1C=O	(2R)-2-methyl-5-oxocyclopentane-1-carbaldehyde		
661	10396847	CC1=CC(=C(O1)C)CO	(2,5-Dimethylfuran-3-yl)methanol		
662	67824224	CC1=CCC(CC1=O)O	5-Hydroxy-2-methylcyclohex-2-en-1-one		
663	12238776	CC1C2(O1)CCCC2=O	2-Methyl-1-oxaspiro[2.4]heptan-4-one		
664	15768146	CC1=C(C(=O)CC1)CO	2-(Hydroxymethyl)-3-methylcyclopent-2-en-1-one		
665	20497648	C1CC2(CC1CC2=O)O	1-Hydroxybicyclo[2.2.1]heptan-2-one		
666	101947293	C1C[C@]2(C[C@@H]1CC2=O)O	(1R,4R)-1-hydroxybicyclo[2.2.1]heptan-2-one		
667	21430208	C1CCC2(C1)COC2=O	2-Oxaspiro[3.4]octan-3-one		
668	69668	C1CC2(C=C1)OCCO2	1,4-Dioxaspiro[4.4]non-6-ene		
669	11480445	CC(C1=CC=CO1)OC	2-(1-Methoxyethyl)furan		
670	15657316	C1CCC2(C1)C(=O)CO2	1-Oxaspiro[3.4]octan-3-one		
671	21848476	C1CC2C(O2)CC1C=O	7-Oxabicyclo[4.1.0]heptane-3-carbaldehyde		
672	88560024	C1CC2C(O2)C[C@H]1C=O	(3S)-7-oxabicyclo[4.1.0]heptane-3-carbaldehyde		
673	90128147	C1CC2C(O2)C[C@@H]1C=O	(3R)-7-oxabicyclo[4.1.0]heptane-3-carbaldehyde		
674	147830199	C1CC(CC2[C@@H]1O2)C=O	(6R)-7-oxabicyclo[4.1.0]heptane-3-carbaldehyde		
675	12240294	CC1C=C(CC(=O)O1)C	4,6-dimethyl-3,6-dihydro-2H-pyran-2-one		
676	101211004	C[C@H]1C=C(CC(=O)O1)C	(2S)-2,4-dimethyl-2,5-dihydropyran-6-one		
677	101211006	C[C@@H]1C=C(CC(=O)O1)C	(2R)-2,4-dimethyl-2,5-dihydropyran-6-one		
678	11469079	CC1=CC(=O)CCC1O	2-Cyclohexen-1-one, 4-hydroxy-3-methyl-		
679	10877122	CC1=CC(=O)CC[C@H]1O	(4R)-4-hydroxy-3-methylcyclohex-2-en-1-one		
680	11550009	CC1=CC(=O)CC[C@@H]1O	(S)-4-Hydroxy-3-methylcyclohex-2-enone		
681	102375938	C1CC2(COCO2)C=C1	1,3-Dioxaspiro[4.4]non-8-ene		
682	11137166	CC1(C(C=CC1=O)O)C	4-Hydroxy-5,5-dimethylcyclopent-2-enone		
683	10942421	CC1([C@H](C=CC1=O)O)C	(4S)-4-hydroxy-5,5-dimethylcyclopent-2-en-1-one		
684	11007904	CC1([C@@H](C=CC1=O)O)C	(4R)-4-hydroxy-5,5-dimethylcyclopent-2-en-1-one		
685	91407438	CC1=CC(=O)CC(C1)O	5-Hydroxy-3-methylcyclohex-2-en-1-one		
686	102484481	CC1=CC(=O)C[C@@H](C1)O	(5R)-5-hydroxy-3-methylcyclohex-2-en-1-one		
687	23533617	C1CC2COCC1C2=O	3-Oxabicyclo[3.2.1]octan-8-one		
